scholarship_id,name,eligible_nationalities,min_age,max_age,eligible_degree_levels,eligible_high_school_tracks,eligible_fields,preferred_school_tier,min_report_card_average,min_major_subject_average,language_requirements,requires_financial_need,max_family_income_category,host_country,host_region,selection_criteria,career_track_preference,requires_return_home_country,mission_statement,target_recipient_profile,funding_covers_tuition,funding_covers_living,funding_covers_airfare,funding_covers_insurance,funding_monthly_stipend,funding_is_full_funding,funding_coverage_count
SCH_000027,Czech Government Scholarship (DZS),"[""indonesia"", ""vietnam"", ""malaysia"", ""thailand"", ""india"", ""egypt"", ""morocco"", ""nigeria"", ""kenya"", ""south_africa""]",17,26,"[""high_school""]","[""languages"", ""science"", ""social_studies"", ""vocational""]","[""engineering"", ""agriculture"", ""medicine"", ""education"", ""economics"", ""arts_humanities"", ""computer_science""]",public_a,73.0,68.0,"[{""test_type"": ""ielts"", ""min_score"": 5.5, ""is_mandatory"": false}, {""test_type"": ""toefl"", ""min_score"": 65.0, ""is_mandatory"": false}]",False,high,germany,europe,"{""academic"": 0.4, ""leadership"": 0.15, ""olympiad"": 0.1, ""extracurricular"": 0.15, ""essay"": 0.2}",industry,False,"The Czech Government Scholarship, administered by the House of International Cooperation (DZS), offers students from developing countries access to quality Czech higher education in technical, agricultural, and humanitarian disciplines.","We seek students from partner developing countries with a minimum GPA of 73/100, English or Czech language ability, and academic interest in engineering, agriculture, medicine, or humanities at Czech public universities.",True,True,False,True,3000.0,True,3
SCH_000028,Polish Government Scholarship (NAWA),"[""indonesia"", ""vietnam"", ""malaysia"", ""thailand"", ""india"", ""egypt"", ""morocco"", ""nigeria"", ""kenya"", ""south_africa""]",17,26,"[""high_school""]","[""languages"", ""science"", ""social_studies"", ""vocational""]","[""engineering"", ""computer_science"", ""economics"", ""social_sciences"", ""arts_humanities"", ""agriculture"", ""mathematics""]",public_a,73.0,68.0,"[{""test_type"": ""ielts"", ""min_score"": 5.5, ""is_mandatory"": false}, {""test_type"": ""toefl"", ""min_score"": 65.0, ""is_mandatory"": false}]",False,high,germany,europe,"{""academic"": 0.4, ""leadership"": 0.15, ""olympiad"": 0.1, ""extracurricular"": 0.15, ""essay"": 0.2}",industry,False,"The Polish National Agency for Academic Exchange (NAWA) offers scholarships for students from developing nations to pursue undergraduate education at Polish universities, strengthening academic and cultural ties worldwide.","We seek students from partner countries with a minimum GPA of 73/100 and English or Polish proficiency, interested in engineering, computer science, economics, or humanities at accredited Polish institutions.",True,True,False,True,1250.0,True,3
SCH_000029,ICCR Scholarship (India — Indian Council for Cultural Relations),"[""indonesia"", ""malaysia"", ""vietnam"", ""thailand"", ""philippines"", ""egypt"", ""morocco"", ""nigeria"", ""kenya"", ""south_africa""]",17,25,"[""high_school""]","[""languages"", ""science"", ""social_studies"", ""vocational""]","[""education"", ""arts_humanities"", ""social_sciences"", ""medicine"", ""agriculture"", ""engineering"", ""economics""]",public_a,70.0,65.0,"[{""test_type"": ""toefl"", ""min_score"": 55.0, ""is_mandatory"": false}, {""test_type"": ""ielts"", ""min_score"": 5.0, ""is_mandatory"": false}]",False,high,india,asia,"{""academic"": 0.35, ""leadership"": 0.2, ""olympiad"": 0.1, ""extracurricular"": 0.15, ""essay"": 0.2}",academic,False,The Indian Council for Cultural Relations (ICCR) Scholarship promotes India's educational excellence and people-to-people diplomacy by supporting students from partner countries to study at Indian universities across all disciplines.,"We seek students from partner and developing countries with a minimum GPA of 70/100 and English proficiency, who are curious about India's rich academic tradition and wish to study in a culturally diverse university environment.",True,True,False,False,10000.0,True,2
SCH_000030,IsDB Merit Scholarship (Islamic Development Bank),"[""indonesia"", ""malaysia"", ""egypt"", ""morocco"", ""nigeria"", ""kenya"", ""south_africa"", ""india"", ""bangladesh""]",17,25,"[""high_school""]","[""languages"", ""science"", ""social_studies"", ""vocational""]","[""engineering"", ""computer_science"", ""medicine"", ""agriculture"", ""economics"", ""education""]",public_a,75.0,70.0,"[{""test_type"": ""toefl"", ""min_score"": 60.0, ""is_mandatory"": false}, {""test_type"": ""ielts"", ""min_score"": 5.5, ""is_mandatory"": false}]",True,middle,egypt,africa,"{""academic"": 0.4, ""leadership"": 0.2, ""olympiad"": 0.1, ""extracurricular"": 0.1, ""essay"": 0.2}",industry,True,"The IsDB Merit Scholarship supports high-achieving students from OIC member countries to pursue undergraduate education at universities within the Islamic world and beyond, contributing to sustainable development in Muslim-majority nations.","We seek merit students from OIC member countries with a minimum GPA of 75/100, demonstrated financial need, and commitment to applying their education for the development of their home country in priority sectors like health, agriculture, and engineering.",True,True,True,True,500.0,True,4
SCH_000031,Moroccan Government Scholarship (AMCI),"[""indonesia"", ""malaysia"", ""egypt"", ""nigeria"", ""kenya"", ""south_africa"", ""india"", ""vietnam""]",17,26,"[""high_school""]","[""languages"", ""science"", ""social_studies"", ""vocational""]","[""engineering"", ""computer_science"", ""medicine"", ""agriculture"", ""economics"", ""law"", ""arts_humanities""]",accredited_b,70.0,65.0,"[{""test_type"": ""toefl"", ""min_score"": 50.0, ""is_mandatory"": false}, {""test_type"": ""ielts"", ""min_score"": 5.0, ""is_mandatory"": false}]",False,high,morocco,africa,"{""academic"": 0.4, ""leadership"": 0.15, ""olympiad"": 0.05, ""extracurricular"": 0.15, ""essay"": 0.25}",industry,False,"The Moroccan Agency for International Cooperation (AMCI) scholarship invites students from partner countries to study at Morocco's universities, positioning Morocco as a gateway for education and cooperation between Africa and the world.","We seek students from partner countries with a minimum GPA of 70/100 and French or Arabic proficiency, interested in engineering, law, medicine, or agriculture at Moroccan public universities.",True,True,False,False,1000.0,True,2
SCH_000032,Al-Azhar University Scholarship (Egypt),"[""indonesia"", ""malaysia"", ""egypt"", ""morocco"", ""nigeria"", ""kenya"", ""south_africa"", ""india"", ""vietnam"", ""thailand"", ""philippines""]",16,25,"[""high_school""]","[""social_studies"", ""languages""]","[""education"", ""arts_humanities"", ""social_sciences"", ""law""]",accredited_b,70.0,65.0,"[{""test_type"": ""toefl"", ""min_score"": 0.0, ""is_mandatory"": false}]",False,high,egypt,africa,"{""academic"": 0.4, ""leadership"": 0.1, ""olympiad"": 0.05, ""extracurricular"": 0.15, ""essay"": 0.3}",education,False,"Al-Azhar University, one of the world's oldest Islamic institutions, offers scholarships to Muslim students from across the globe to study Islamic sciences, Arabic language, law, and humanities in Cairo, Egypt.","We seek Muslim students with a minimum GPA of 70/100 and demonstrable Arabic language proficiency or willingness to learn, who aspire to study Islamic sciences, humanities, or law at one of Islam's most revered universities.",True,True,False,False,500.0,True,2
SCH_000033,Seoul National University (SNU) International Scholarship,"[""indonesia"", ""vietnam"", ""malaysia"", ""thailand"", ""philippines"", ""india"", ""china"", ""brazil"", ""south_africa"", ""nigeria""]",17,21,"[""high_school""]","[""languages"", ""science"", ""social_studies"", ""vocational""]","[""computer_science"", ""engineering"", ""economics"", ""medicine"", ""mathematics"", ""social_sciences"", ""arts_humanities"", ""biology""]",excellence,85.0,83.0,"[{""test_type"": ""toefl"", ""min_score"": 83.0, ""is_mandatory"": false}, {""test_type"": ""ielts"", ""min_score"": 6.5, ""is_mandatory"": false}]",False,high,south_korea,asia,"{""academic"": 0.5, ""leadership"": 0.15, ""olympiad"": 0.2, ""extracurricular"": 0.1, ""essay"": 0.05}",industry,False,"Seoul National University International Scholarship attracts the world's brightest students to Korea's most prestigious university, cultivating global leaders who will drive innovation and advance knowledge across disciplines.","We seek internationally distinguished students with a minimum GPA of 85/100, TOEFL 83 or IELTS 6.5, and a record of academic excellence or olympiad achievement, who aspire to study at Korea's leading research university.",True,True,False,True,400000.0,True,3
SCH_000034,POSTECH Global Scholarship,"[""indonesia"", ""vietnam"", ""malaysia"", ""thailand"", ""philippines"", ""india"", ""china"", ""south_africa"", ""nigeria"", ""kenya"", ""brazil""]",17,20,"[""high_school""]","[""science""]","[""computer_science"", ""engineering"", ""mathematics"", ""physics"", ""chemistry"", ""biology""]",excellence,87.0,85.0,"[{""test_type"": ""toefl"", ""min_score"": 80.0, ""is_mandatory"": true}, {""test_type"": ""ielts"", ""min_score"": 6.0, ""is_mandatory"": false}]",False,high,south_korea,asia,"{""academic"": 0.55, ""leadership"": 0.1, ""olympiad"": 0.25, ""extracurricular"": 0.05, ""essay"": 0.05}",research,False,"POSTECH Global Scholarship identifies the most talented science and engineering students worldwide, offering a fully funded undergraduate experience at one of Asia's most research-intensive universities in Pohang, South Korea.","We seek elite science students with a minimum GPA of 87/100, TOEFL 80, and exceptional aptitude in mathematics, physics, or computer science, ideally with international olympiad experience or research exposure.",True,True,False,True,300000.0,True,3
SCH_000035,Sungkyunkwan University (SKKU) Global Scholarship,"[""indonesia"", ""vietnam"", ""malaysia"", ""thailand"", ""philippines"", ""india"", ""china"", ""south_africa"", ""nigeria"", ""brazil"", ""argentina""]",17,22,"[""high_school""]","[""languages"", ""science"", ""social_studies"", ""vocational""]","[""computer_science"", ""engineering"", ""business"", ""economics"", ""social_sciences"", ""arts_humanities"", ""medicine""]",public_a,80.0,78.0,"[{""test_type"": ""toefl"", ""min_score"": 71.0, ""is_mandatory"": false}, {""test_type"": ""ielts"", ""min_score"": 5.5, ""is_mandatory"": false}]",False,high,south_korea,asia,"{""academic"": 0.45, ""leadership"": 0.15, ""olympiad"": 0.15, ""extracurricular"": 0.1, ""essay"": 0.15}",industry,False,"SKKU Global Scholarship opens doors to one of Korea's oldest and most respected universities, attracting talented international students to a campus that bridges 600 years of Confucian scholarship with cutting-edge global education.","We seek motivated international students with a minimum GPA of 80/100 and English proficiency (TOEFL 71 or IELTS 5.5), who are eager to engage with SKKU's diverse academic community in Seoul or Suwon.",True,False,False,False,0.0,False,1
SCH_000036,Korea University Global Excellence Scholarship,"[""indonesia"", ""vietnam"", ""malaysia"", ""thailand"", ""philippines"", ""india"", ""china"", ""south_africa"", ""nigeria"", ""brazil"", ""argentina""]",17,22,"[""high_school""]","[""languages"", ""science"", ""social_studies"", ""vocational""]","[""computer_science"", ""engineering"", ""business"", ""economics"", ""law"", ""social_sciences"", ""arts_humanities""]",excellence,83.0,80.0,"[{""test_type"": ""toefl"", ""min_score"": 80.0, ""is_mandatory"": false}, {""test_type"": ""ielts"", ""min_score"": 6.0, ""is_mandatory"": false}]",False,high,south_korea,asia,"{""academic"": 0.45, ""leadership"": 0.2, ""olympiad"": 0.1, ""extracurricular"": 0.1, ""essay"": 0.15}",industry,False,"Korea University Global Excellence Scholarship invites outstanding international students to one of Korea's SKY universities, offering full tuition support and access to a vibrant research and leadership development ecosystem.","We seek globally minded students with a minimum GPA of 83/100 and TOEFL 80 or IELTS 6.0, who demonstrate academic distinction, leadership, and a commitment to excellence at one of Korea's most prestigious institutions.",True,False,False,False,0.0,False,1
SCH_000037,Waseda University International Student Scholarship,"[""indonesia"", ""vietnam"", ""malaysia"", ""thailand"", ""philippines"", ""india"", ""china"", ""south_korea"", ""brazil"", ""south_africa""]",17,22,"[""high_school""]","[""languages"", ""science"", ""social_studies"", ""vocational""]","[""computer_science"", ""engineering"", ""economics"", ""business"", ""social_sciences"", ""arts_humanities"", ""mathematics""]",public_a,80.0,77.0,"[{""test_type"": ""toefl"", ""min_score"": 72.0, ""is_mandatory"": false}, {""test_type"": ""ielts"", ""min_score"": 5.5, ""is_mandatory"": false}]",False,high,japan,asia,"{""academic"": 0.45, ""leadership"": 0.15, ""olympiad"": 0.1, ""extracurricular"": 0.15, ""essay"": 0.15}",industry,False,"Waseda University International Student Scholarship supports talented international students studying at one of Japan's most globally renowned private universities, nurturing cross-cultural exchange and academic excellence in Tokyo.","We seek international students with a minimum GPA of 80/100 and English or Japanese proficiency who are enrolled in or applying to Waseda's English-taught undergraduate programs in social sciences, engineering, or business.",False,True,False,False,80000.0,False,1
SCH_000038,Osaka University Global Scholars Program,"[""indonesia"", ""vietnam"", ""malaysia"", ""thailand"", ""philippines"", ""india"", ""china""]",17,21,"[""high_school""]","[""science"", ""social_studies"", ""vocational""]","[""engineering"", ""computer_science"", ""mathematics"", ""physics"", ""chemistry"", ""biology"", ""medicine"", ""economics""]",public_a,82.0,80.0,"[{""test_type"": ""toefl"", ""min_score"": 72.0, ""is_mandatory"": false}, {""test_type"": ""ielts"", ""min_score"": 5.5, ""is_mandatory"": false}]",False,high,japan,asia,"{""academic"": 0.5, ""leadership"": 0.1, ""olympiad"": 0.2, ""extracurricular"": 0.1, ""essay"": 0.1}",research,False,"Osaka University Global Scholars Program recruits outstanding undergraduate students from Asia to join a world-class research environment, building the next generation of scientists and engineers with a global perspective.","We seek science and engineering students from ASEAN and partner countries with a minimum GPA of 82/100 and strong aptitude in mathematics or sciences, motivated to engage in cutting-edge research at Osaka University.",True,True,True,True,117000.0,True,4
SCH_000039,Fudan University International Scholarship (Type A),"[""indonesia"", ""vietnam"", ""malaysia"", ""thailand"", ""philippines"", ""india"", ""south_africa"", ""nigeria"", ""kenya"", ""brazil"", ""argentina""]",17,25,"[""high_school""]","[""languages"", ""science"", ""social_studies"", ""vocational""]","[""computer_science"", ""engineering"", ""economics"", ""social_sciences"", ""arts_humanities"", ""medicine"", ""business"", ""mathematics""]",excellence,85.0,83.0,"[{""test_type"": ""hsk"", ""min_score"": 180.0, ""is_mandatory"": false}, {""test_type"": ""toefl"", ""min_score"": 60.0, ""is_mandatory"": false}, {""test_type"": ""ielts"", ""min_score"": 5.5, ""is_mandatory"": false}]",False,high,china,asia,"{""academic"": 0.5, ""leadership"": 0.15, ""olympiad"": 0.15, ""extracurricular"": 0.1, ""essay"": 0.1}",industry,False,Fudan University International Scholarship (Type A) recognizes top-performing international students and funds their full undergraduate journey at one of China's most prestigious and historically distinguished universities in Shanghai.,"We seek outstanding students with a minimum GPA of 85/100, HSK or English proficiency, and a demonstrated record of academic excellence, who wish to study at Fudan's internationally ranked programs in Shanghai.",True,True,False,True,2500.0,True,3
SCH_000040,Fudan University International Scholarship (Type B),"[""indonesia"", ""vietnam"", ""malaysia"", ""thailand"", ""philippines"", ""india"", ""south_africa"", ""nigeria"", ""kenya"", ""brazil"", ""argentina""]",17,25,"[""high_school""]","[""languages"", ""science"", ""social_studies"", ""vocational""]","[""computer_science"", ""engineering"", ""economics"", ""social_sciences"", ""arts_humanities"", ""medicine"", ""business"", ""mathematics""]",public_a,78.0,75.0,"[{""test_type"": ""hsk"", ""min_score"": 180.0, ""is_mandatory"": false}, {""test_type"": ""toefl"", ""min_score"": 60.0, ""is_mandatory"": false}, {""test_type"": ""ielts"", ""min_score"": 5.5, ""is_mandatory"": false}]",False,high,china,asia,"{""academic"": 0.45, ""leadership"": 0.15, ""olympiad"": 0.1, ""extracurricular"": 0.15, ""essay"": 0.15}",industry,False,"Fudan University International Scholarship (Type B) provides tuition support to motivated international students, making world-class education in Shanghai accessible to talented students from partner countries.",We seek students with a minimum GPA of 78/100 and HSK or English proficiency who are committed to academic excellence and wish to study at Fudan University in one of China's most dynamic and internationally connected cities.,True,False,False,False,0.0,False,1
SCH_000041,French Government Scholarship (Bourse du Gouvernement Français),"[""indonesia"", ""vietnam"", ""malaysia"", ""thailand"", ""philippines"", ""india"", ""morocco"", ""egypt"", ""nigeria"", ""kenya"", ""south_africa""]",17,28,"[""high_school""]","[""languages"", ""science"", ""social_studies"", ""vocational""]","[""engineering"", ""computer_science"", ""economics"", ""arts_humanities"", ""social_sciences"", ""mathematics"", ""agriculture""]",public_a,78.0,75.0,"[{""test_type"": ""ielts"", ""min_score"": 5.5, ""is_mandatory"": false}, {""test_type"": ""toefl"", ""min_score"": 65.0, ""is_mandatory"": false}]",False,high,france,europe,"{""academic"": 0.4, ""leadership"": 0.15, ""olympiad"": 0.1, ""extracurricular"": 0.15, ""essay"": 0.2}",industry,False,The French Government Scholarship promotes France as a world-leading higher education destination by supporting talented international students to pursue undergraduate studies at prestigious French grandes écoles and universities.,"We seek academically strong students with a minimum GPA of 78/100, English or French language proficiency, and genuine motivation to study in France's internationally respected academic and cultural environment.",True,True,False,True,700.0,True,3
SCH_000042,Norwegian Government Scholarship (Quota Scheme / NORPART),"[""indonesia"", ""vietnam"", ""malaysia"", ""thailand"", ""india"", ""egypt"", ""nigeria"", ""kenya"", ""south_africa"", ""morocco""]",17,35,"[""high_school""]","[""languages"", ""science"", ""social_studies"", ""vocational""]","[""engineering"", ""computer_science"", ""economics"", ""agriculture"", ""social_sciences"", ""education"", ""mathematics"", ""biology""]",public_a,75.0,72.0,"[{""test_type"": ""ielts"", ""min_score"": 6.0, ""is_mandatory"": true}]",False,high,sweden,europe,"{""academic"": 0.35, ""leadership"": 0.2, ""olympiad"": 0.05, ""extracurricular"": 0.2, ""essay"": 0.2}",industry,True,"The Norwegian Quota Scheme and NORPART partnership programs support students from developing countries to pursue undergraduate and postgraduate education at Norwegian universities, building capacity for sustainable development globally.","We seek students from developing partner countries with a minimum GPA of 75/100 and IELTS 6.0, who demonstrate commitment to returning home to contribute to national development after completing their Norwegian university education.",True,True,True,True,11000.0,True,4
